oshpd_id2,oshpd_id,county_name,facility_name,control_type_desc,ed_lic_levl_end,ems_station,rural_hospital_desc,teaching_hospital_desc,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,licensed_bed_size,senate_district_desc,assembly_district_desc,mssa_name,mssa_designation,LICENSE_CATEGORY_DESC,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Islander,Black,Native_American_Eskimo_Aleut,Other_Race,Unknown_Race,White,Invalid_Blank_Race,Hispanic or Latino,Non-Hispanic or Non-Latino,Unknown_Eth,Invalid_Blank_Eth,Acute_Care,Against_Medical_Advice,Died,Other_Disp,Prison_Jail,Psychiatric_Care,Routine,SN_IC_Care,CAH,Childrens_or_Cancer,Home_Health_Service,Hospice_Care,Not_Defined_Elsewhere,Rehab,Residential_Care,Invalid_Blank_Disp,Disaster_Care_Site,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_Payer,DX_All_Pregnancies,DX_Birth_Defects,DX_Blood_Disorders,DX_Cancer,DX_Circulatory_System,DX_Digestive_System,DX_Ear_Disorders,DX_Endocrine_Diseases,DX_Eye_Disorders,DX_Genitourinary_System,DX_Infections,DX_Injuries_Poisonings,DX_Mental_Disorders,DX_Musculoskeletal_System,DX_Nervous_System,DX_Other_Reasons,DX_Perinatal_Disorders,DX_Respiratory_System,DX_Skin_Disorders,DX_Symptoms,DX_Births,ECM_Abnormal_Reaction_Later_Cx,ECM_Accidental_Falls,ECM_All_Transport_Types,ECM_Assault,ECM_Intentional_SelfHarm,ECM_Legal_War_Terrorism,ECM_Med_Device_Advrs_Incident,ECM_Natural_Envrnmntl_Factors,ECM_None,ECM_Other_Factors,ECM_Supplementary_Factors,ECM_Undetermined_Intent,ECM_W_Inanimate_Animate_Object,ECM_Medical_Misadventures,ECM_NonTrans_Drowning_Subm,ED_Visit,All_Other_Languages,English,Spanish,a_Sex_Female,a_Sex_Male,a_sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Islander,a_Black,a_Native_American_Eskimo_Aleut,a_Other_Race,a_Unknown_Race,a_White,a_Invalid_Blank_Race,a_Hispanic or Latino,a_Non-Hispanic or Non-Latino,a_Unknown_Eth,a_Invalid_Blank_Eth,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Hospice_Care,a_Prison_Jail,a_Psychiatric_Care,a_Rehab,a_Residential_Care,a_Routine,a_SN_IC_Care,a_Not_Defined_Elsewhere,a_Childrens_or_Cancer,a_Other_Disp,a_CAH,a_Disaster_Care_Site,a_Invalid_Blank_Disp,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_Payer,a_DX_All_Pregnancies,a_DX_Blood_Disorders,a_DX_Cancer,a_DX_Circulatory_System,a_DX_Digestive_System,a_DX_Ear_Disorders,a_DX_Endocrine_Diseases,a_DX_Genitourinary_System,a_DX_Infections,a_DX_Injuries_Poisonings,a_DX_Mental_Disorders,a_DX_Musculoskeletal_System,a_DX_Nervous_System,a_DX_Respiratory_System,a_DX_Skin_Disorders,a_DX_Symptoms,a_DX_Birth_Defects,a_DX_Births,a_DX_Eye_Disorders,a_DX_Other_Reasons,a_DX_Perinatal_Disorders,a_ECM_Abnormal_Reaction_Later_Cx,a_ECM_Accidental_Falls,a_ECM_All_Transport_Types,a_ECM_Assault,a_ECM_Intentional_SelfHarm,a_ECM_Legal_War_Terrorism,a_ECM_Medical_Misadventures,a_ECM_Natural_Environmental_Fact,a_ECM_None,a_ECM_Other_Factors,a_ECM_Supplementary_Factors,a_ECM_W_Inanimate_Animate_Object,a_ECM_Med_Device_Adverse_Inciden,a_ECM_Undetermined_Intent,a_ECM_NonTrans_Drowning_Subm,Inpatient_from_ED,a_All_Other_Languages,a_English,a_Spanish
106391042,391042,SAN JOAQUIN,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,Investor - Limited Liability Company,Basic,60,,,1800 NORTH CALIFORNIA STREET,STOCKTON,95204,300-499,District 5,District 13,STOCKTON NORTH CENTRAL/STOCKTON NORTHEAST,Urban,General Acute Care Hospital,37047,28019,2,7220,5782,11840,9646,7247,7989,6322,3928,3214,1880,,6107,13263,375,9348,885,35090,,26379,38020,669,,465,1612,144,,61,440,61728,396,63,4,41,13,79,12,10,,,35489,13098,610,12018,3811,42,4805,15,367,187,1720,3961,1193,1136,587,3961,1540,10861,2665,4716,1160,1520,61,7251,2459,14903,,91,3691,1836,786,75,1,8,160,53440,1433,889,29,2629,,,65068,1427,57732,5909,6766,6574,,192,631,826,1209,2128,2778,2694,2591,133,158,,1719,2016,61,1269,131,8144,,3834,9416,89,1,362,466,592,1461,306,15,49,41,68,7507,2444,27,2,,,,,3855,7406,132,1795,152,,222,123,270,2928,1638,14,586,683,3540,801,115,182,386,1016,211,550,6,10,17,10,32,431,502,45,17,2,2,8,13,11475,77,673,71,19,5,,13340,742,11551,1047
106391056,391056,SAN JOAQUIN,SUTTER TRACY COMMUNITY HOSPITAL,Non-profit Corporation (incl. Church-related),Basic,14,,,1420 NORTH TRACY BOULEVARD,TRACY,95376,50-99,District 5,District 13,TRACY,Urban,General Acute Care Hospital,18140,14240,,4638,4061,5406,5058,3898,3460,2441,1504,1022,892,,3910,3420,153,14044,145,10708,,13810,18418,152,,558,171,26,,120,112,31225,60,2,16,21,5,50,,14,,,16363,3639,933,8627,2818,,968,5,58,37,557,1988,1130,394,361,1870,1240,6324,960,2561,713,382,35,4781,1320,6696,,54,2039,1199,242,39,17,11,110,25277,1308,153,14,1917,,,32380,1860,26575,3945,1429,1277,,52,109,230,263,441,517,513,532,10,39,,392,242,13,795,8,1256,,732,1964,10,,216,48,55,252,72,,13,15,26,1662,342,3,,,2,,,681,1240,38,673,74,,27,38,50,464,451,5,178,139,480,181,30,28,94,364,81,89,,2,1,1,3,64,134,11,3,2,,,3,2351,12,105,16,4,1,,2706,292,2129,285
106392287,392287,SAN JOAQUIN,DOCTORS HOSPITAL OF MANTECA,Investor - Corporation,Basic,11,,,1205 EAST NORTH STREET,MANTECA,95336,50-99,District 5,District 12,LATHROP/MANTECA,Urban,General Acute Care Hospital,17467,12175,,4164,3624,4727,4363,3394,3266,2384,1635,1374,711,,780,1628,118,12799,377,13940,,11771,17561,310,,261,286,14,,,47,28889,56,1,13,65,8,,1,,1,,16878,4820,855,5441,1647,1,749,10,119,101,709,2149,1038,525,361,2192,883,5737,974,2048,687,573,23,4511,1304,4949,,44,1710,731,173,19,1,2,84,23447,1412,424,9,1578,8,,29642,263,28369,1010,1467,1198,,35,116,163,235,416,459,580,638,13,10,,96,127,11,731,28,1672,,586,2053,26,,133,69,76,355,112,1,4,9,7,1556,339,3,1,,,,,177,1511,43,885,49,,23,37,46,417,486,7,166,140,391,198,39,16,74,381,94,136,1,13,,,,59,145,5,4,,1,1,4,2145,43,215,11,31,,1,2665,41,2537,87
106394009,394009,SAN JOAQUIN,KAISER FOUNDATION HOSPITAL - MANTECA,Non-profit Corporation (incl. Church-related),Basic,13,,,1777 WEST YOSEMITE AVENUE,MANTECA,95337,50-99,District 5,District 12,LATHROP/MANTECA,Urban,General Acute Care Hospital,49327,40425,7,9364,8573,13508,12379,11770,11587,9310,6474,4924,1870,,7703,8293,806,32599,885,39473,,34411,54778,570,,2049,2120,58,,10,376,83941,430,7,4,208,100,412,29,13,2,,12468,16811,1898,54228,4352,2,1810,15,408,179,2702,5541,2102,1276,1084,4987,1871,17493,1988,7080,2260,1901,89,9564,3101,24307,1,265,5338,2862,436,56,7,75,254,69660,4159,1041,12,5584,5,5,89759,932,82674,6153,3120,3201,,104,234,382,579,983,1372,1310,1176,79,102,,546,565,70,1515,11,3614,,1603,4714,4,,333,60,214,779,163,,15,23,12,3927,787,8,,,,,,239,3498,26,2458,100,,84,87,75,1205,1082,6,295,312,1583,388,71,65,131,599,150,158,3,,3,9,15,272,334,23,3,5,,1,4,5216,55,334,44,8,22,,6321,99,5892,330
106400466,400466,SAN LUIS OBISPO,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",Non-profit Corporation (incl. Church-related),Basic,11,,,345 SOUTH HALCYON ROAD,ARROYO GRANDE,93420,50-99,District 17,District 35,ARROYO GRANDE/NIPOMO/OCEANO/PISMO BEACH,Rural,General Acute Care Hospital,12202,10331,1,1995,2234,2970,2909,2611,2727,2517,2264,2013,294,,286,196,28,5193,1991,14840,,5899,15885,750,,378,122,13,,105,122,21731,23,4,,9,3,12,9,3,,,1576,5767,625,13163,1340,63,364,2,49,39,648,1417,440,307,220,1283,439,5302,791,1883,370,295,8,2330,1118,5229,,10,1889,843,127,24,9,1,80,16806,1112,255,2,1376,,,22534,68,20985,1481,933,986,,12,52,100,143,228,364,424,596,,,,37,9,1,327,56,1489,,253,1642,24,,93,54,59,412,74,,6,101,13,834,273,,,,,,,306,1233,38,324,18,,1,17,17,287,342,3,107,115,443,195,30,44,79,175,22,41,1,,,,,34,195,18,2,2,,,1,1537,9,106,14,,1,,1919,6,1820,93
106400480,400480,SAN LUIS OBISPO,FRENCH HOSPITAL MEDICAL CENTER,Non-profit Corporation (incl. Church-related),Basic,14,,,1911 JOHNSON AVENUE,SAN LUIS OBISPO,93401,50-99,District 17,District 35,SAN LUIS OBISPO,Rural,General Acute Care Hospital,9456,8063,,720,1230,2171,1965,1784,2208,2720,2318,2286,117,,194,273,40,2208,2152,12652,,2016,14627,876,,126,53,12,,48,168,17026,37,,,30,4,11,3,1,,,838,6433,626,8847,760,15,256,3,70,62,994,984,185,265,176,1073,312,3208,667,1427,313,209,9,1452,757,5097,,6,1237,403,71,28,3,3,30,14122,712,177,2,725,,,17519,92,16930,497,1280,1423,,8,67,115,146,304,569,665,828,1,,,32,21,7,225,245,2173,,176,2421,106,,58,39,114,616,162,23,12,35,29,1142,473,,,,,,,291,1873,56,458,20,5,10,33,117,659,450,4,89,113,478,236,33,49,61,248,50,67,3,1,,2,,181,182,19,2,3,,,6,2165,25,113,7,,,,2703,22,2629,52
106400524,400524,SAN LUIS OBISPO,SIERRA VISTA REGIONAL MEDICAL CENTER,Investor - Corporation,Basic,9,,,1010 MURRAY STREET,SAN LUIS OBISPO,93405,150-199,District 17,District 35,SAN LUIS OBISPO,Rural,General Acute Care Hospital,11369,9963,1,1953,2517,4291,3027,2028,2334,2078,1377,1226,502,,429,455,33,4478,249,15689,,3620,17074,639,,175,132,16,,,134,20632,59,4,4,82,15,,,,80,,7007,4094,910,7977,1339,6,1141,9,92,45,471,1203,364,351,191,999,313,4963,1008,1380,392,749,9,1639,873,5141,,83,1683,853,174,32,34,19,69,16165,762,216,5,1234,1,3,21333,121,20501,711,1586,1395,,115,270,328,213,362,516,455,558,53,111,,71,74,4,360,35,2437,,354,2558,69,,61,80,75,515,76,101,14,68,17,1531,433,,10,,,,,590,1353,93,890,55,,248,28,71,269,467,5,91,110,421,511,50,67,86,339,68,133,1,8,2,,6,76,252,149,13,6,,1,4,2361,6,102,9,1,1,,2981,17,2875,89
106400548,400548,SAN LUIS OBISPO,TWIN CITIES COMMUNITY HOSPITAL,Investor - Corporation,Basic,23,SMALL/RURAL,,1100 LAS TABLAS ROAD,TEMPLETON,93465,100-149,District 17,District 35,ATASCADERO/TEMPLETON,Urban,General Acute Care Hospital,15981,13165,3,2822,3191,4136,4215,2960,3504,3118,2432,2243,528,,222,721,72,6293,564,21277,,6586,21936,627,,392,379,24,2,1,313,27797,52,,1,175,11,,1,1,,,11354,7003,1459,7600,1721,12,732,12,101,62,875,1911,489,438,322,1630,447,6774,1102,2245,659,553,26,2838,1204,6729,,47,2286,864,189,39,9,17,98,22247,1001,498,14,1837,2,1,29149,167,26881,2101,1646,1673,,23,165,209,252,470,663,606,900,30,1,,25,66,3,358,48,2819,,352,2907,60,,92,64,92,883,58,78,51,23,10,1363,602,3,,,,,,589,1975,194,507,54,,43,24,47,382,555,7,146,196,507,428,66,75,82,446,140,141,3,29,,1,1,44,297,29,3,7,,,4,2707,16,182,27,1,1,1,3319,15,3176,128
106410782,410782,SAN MATEO,SAN MATEO MEDICAL CENTER,City or County,Basic,15,,,222 WEST 39TH AVENUE,SAN MATEO,94403,150-199,District 13,District 22,BURLINGAME HILLS/BURLINGAME SOUTHWEST/HILLSBOROUGH/HILLSDALE/MILLBRAE WEST/SAN BRUNO CENTRAL/SAN MAT,Urban,General Acute Care Hospital,17866,18414,,2285,2813,6113,6788,6188,5542,3833,1512,741,465,,3934,1649,259,5005,706,24727,,22047,14148,85,,400,429,12,86,661,755,33346,84,,,3,2,495,4,3,,,25561,3593,2677,1733,2715,1,842,1,69,61,628,2015,880,622,655,1956,1021,5114,2097,3742,526,1247,12,3619,1882,9289,2,62,1474,722,293,68,51,3,97,30145,1452,555,14,1344,,,36280,1806,17337,17137,933,1315,,14,160,270,345,494,444,314,207,,,,422,151,12,177,52,1434,,889,1355,4,,101,101,41,83,23,45,129,12,30,1443,238,2,,,,,,1247,737,12,73,179,,10,26,46,320,359,4,148,126,223,131,363,61,46,218,128,33,,,3,3,,26,76,4,6,1,,,1,1891,6,223,14,,,,2248,169,1382,697
106410806,410806,SAN MATEO,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,Non-profit Corporation (incl. Church-related),Basic,19,,,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080,100-149,District 13,District 19,BRISBANE/BURLINGAME NORTHEAST/COLMA/DALY CITY EAST/MILLBRAE EAST/SAN BRUNO/SOUTH SAN FRANCISCO,Urban,General Acute Care Hospital,19588,18153,,3015,2707,5032,4881,4338,4876,4341,3855,4211,485,,11641,2689,149,10670,519,12073,,10556,26741,444,,298,171,28,,64,184,36396,143,3,2,256,47,136,10,3,,,3877,9375,1081,20808,2600,,429,1,128,59,1149,2109,745,685,621,1862,752,8480,1362,2656,749,671,14,3684,1212,10373,,137,2881,1077,258,19,6,28,133,27845,2426,561,5,2359,5,1,37741,1490,33065,3186,1990,2210,,6,88,202,282,483,761,950,1428,,,,1477,295,33,685,14,1696,,733,3450,17,,254,21,159,946,175,,7,29,2,2163,429,15,,,,,,153,2752,9,1205,81,,3,48,86,894,675,4,164,165,1118,287,38,64,53,358,69,165,3,,2,4,,170,311,10,1,1,,2,10,3394,49,227,22,2,1,,4200,240,3709,251
106410817,410817,SAN MATEO,SETON MEDICAL CENTER,Non-profit Corporation (incl. Church-related),Basic,19,,,1900 SULLIVAN AVENUE,DALY CITY,94015,300-499,District 11,District 19,BROADMOOR VILLAGE/DALY CITY WEST/SAN BRUNO NORTHWEST/SERRAMONTE/WESTBOROUGH,Urban,General Acute Care Hospital,11361,9490,,1508,1788,3324,2854,2629,2642,2284,1848,1802,172,,6618,1683,105,1042,210,11193,,13072,6591,1188,,286,311,64,,53,7,19922,195,,,,1,1,,11,,,8992,4364,767,5340,1388,,221,2,31,19,622,1035,422,246,297,1220,572,4344,880,1690,388,744,4,2049,946,5119,,22,1532,658,191,5,10,,50,15853,1119,251,2,1158,,,20851,2990,16015,1846,2156,2062,,16,89,163,254,454,747,943,1552,,,,1931,254,9,74,22,1928,,667,3529,22,,103,47,231,394,141,,8,33,55,2270,934,2,,,,,,641,2934,187,384,72,,3,38,99,1027,543,5,229,217,611,344,31,78,122,629,79,156,1,,1,5,,161,264,10,5,1,,,5,3467,23,261,11,10,,,4218,1254,2669,295
106410828,410828,SAN MATEO,SETON COASTSIDE,Non-profit Corporation (incl. Church-related),Standby,7,SMALL/RURAL,,600 MARINE BOULEVARD,MOSS BEACH,94038,100-149,District 13,District 22,EL GRANADA/HALF MOON BAY/MIRAMAR/MONTARA/MOSS BEACH/PRINCETON BY THE SEA/SKYLINE,Rural,General Acute Care Hospital,1324,1196,,342,332,305,354,249,341,262,196,89,50,,84,30,1,42,10,2353,,1474,993,53,,99,120,,,,,2296,5,,,,,,,,,,1122,397,132,687,176,6,15,,2,,35,87,121,11,44,119,123,789,36,115,28,80,2,319,167,427,,,195,70,10,2,,,10,1709,173,17,1,333,,,2520,31,1760,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106410852,410852,SAN MATEO,MILLS-PENINSULA MEDICAL CENTER,Non-profit Corporation (incl. Church-related),Basic,23,,,1501 TROUSDALE DRIVE,BURLINGAME,94010,200-299,District 13,District 22,BURLINGAME HILLS/BURLINGAME SOUTHWEST/HILLSBOROUGH/HILLSDALE/MILLBRAE WEST/SAN BRUNO CENTRAL/SAN MAT,Urban,General Acute Care Hospital,22120,19090,3,3781,3457,5008,5654,4749,5318,4466,3627,4540,613,,7419,2168,95,6817,822,23892,,10171,30111,931,,373,347,77,,66,415,39440,210,,16,67,25,6,5,166,,,10941,10629,1142,15387,3114,,710,11,132,75,1122,2259,899,619,516,2083,705,9460,2645,2652,996,589,24,3604,1305,10806,1,155,4022,1196,222,52,22,22,148,30929,1625,254,45,2521,,,41213,1716,36894,2603,3912,3633,,263,311,435,534,885,1173,1359,2571,9,5,,1407,243,21,733,95,5046,,1043,6389,113,,181,105,303,1425,307,,35,51,116,3910,1106,5,,,1,,,841,4738,92,1698,176,,47,93,153,1407,999,6,261,332,1416,747,872,160,240,501,113,182,1,1,4,4,6,296,645,32,6,41,,2,,6194,35,240,37,11,6,,7545,493,6790,262
106410891,410891,SAN MATEO,SEQUOIA HOSPITAL,Non-profit Corporation (incl. Church-related),Basic,17,,,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062,200-299,District 13,District 22,BELMONT/DEVONSHIRE/EMERALD LAKE/FARM HILLS/PALOMAR PARK/SAN CARLOS WEST/THE HIGHLANDS,Urban,General Acute Care Hospital,9483,7183,,1473,1455,2001,2067,1848,2134,1796,1682,1998,212,,1284,549,6,4266,940,9621,,4331,12229,106,,2,31,15,,5,16,16446,45,5,10,49,9,15,1,17,,,4415,4264,353,6765,830,39,306,12,30,42,460,1087,399,161,216,1079,272,4015,509,1066,400,275,18,1821,586,3912,,78,1401,416,67,2,2,19,53,12568,805,144,1,1109,1,,16666,103,14763,1800,1175,1051,,6,48,76,120,231,363,513,868,1,,,187,53,2,244,56,1684,,223,1996,7,,25,19,90,312,75,,4,19,37,1294,349,2,,,,,,169,1533,9,483,18,14,15,27,76,525,330,3,79,96,370,258,20,50,55,219,47,52,,1,2,1,,106,205,7,2,1,,,,1812,16,64,10,3,,,2226,35,2079,112
106414139,414139,SAN MATEO,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,Non-profit Corporation (incl. Church-related),Basic,24,,,1100 VETERANS BLVD.,REDWOOD CITY,94063,100-149,District 13,District 22,ATHERTON/LINDENWOOD/MENLO OAKS/MENLO PARK/REDWOOD CITY CENTRAL/SHARON HEIGHTS/WEST MENLO PARK/WOODSI,Urban,General Acute Care Hospital,15697,14697,1,2646,2326,4168,4116,3562,3813,3280,2830,3152,502,,4366,1799,117,9407,531,14175,,9487,20409,499,,84,356,32,,90,182,29121,155,,8,211,55,82,16,3,,,3584,7215,1002,16703,1891,,413,4,115,63,891,1363,488,483,454,1408,643,7744,986,2157,575,926,18,2410,918,8336,,69,2498,892,190,18,12,23,101,21776,1849,504,51,2411,1,,30395,444,27005,2946,1570,1663,,22,125,172,205,410,565,681,1051,2,,,533,183,11,495,32,1979,,507,2691,35,,156,31,128,726,181,3,9,26,,1574,398,1,,,,,,155,1968,10,1033,67,,35,33,102,737,521,3,108,123,698,282,46,46,75,233,78,108,,2,2,1,,68,254,18,1,1,,2,1,2641,56,148,23,19,1,,3233,81,2952,200
106420483,420483,SANTA BARBARA,GOLETA VALLEY COTTAGE HOSPITAL,Non-profit Corporation (incl. Church-related),Basic,23,,,351 SOUTH PATTERSON AVENUE,SANTA BARBARA,93111,50-99,District 19,District 37,GOLETA SOUTH/ISLA VISTA/SANTA BARBARA SOUTH,Urban,General Acute Care Hospital,12045,10664,4,1761,3222,4988,2410,1948,2318,2239,1636,1949,242,,1193,705,51,1365,120,19265,14,7289,15016,406,2,405,41,3,,142,12,20969,40,,,9,3,1072,1,8,8,,6745,13345,702,346,1575,,287,6,54,43,605,1446,425,300,262,1359,793,6021,1375,1384,547,681,7,2071,959,4088,,94,2045,773,157,25,10,18,96,16028,1250,446,4,1765,1,1,22713,298,20255,2160,269,200,,8,37,21,30,44,65,58,206,,,,10,8,1,15,2,431,2,83,379,7,,36,,11,33,13,4,,10,7,244,110,1,,,,,,51,263,21,115,19,,,4,2,34,49,1,26,26,102,107,7,16,8,55,20,11,,,,1,,16,104,7,2,,,,4,292,15,23,4,2,,,469,6,422,41
106420491,420491,SANTA BARBARA,LOMPOC VALLEY MEDICAL CENTER,District,Basic,10,SMALL/RURAL,,1515 E. OCEAN AVENUE,LOMPOC,93436,50-99,District 19,District 35,LOMPOC/MISSION HILLS/VANDENBERG,Rural,General Acute Care Hospital,12402,10226,1,2738,2351,4125,3221,2536,2587,1898,1308,1306,559,,305,1573,17,10109,450,10175,,10113,11555,961,,609,1204,23,,155,77,20369,103,,1,65,5,1,5,12,,,11973,4523,1528,3306,1299,,626,1,81,24,600,1173,526,327,192,1063,495,4553,624,1278,564,1703,8,2450,1040,5300,1,34,1512,563,208,37,10,1,82,17375,1016,542,1,1247,,1,22629,85,20096,2448,741,668,,38,79,109,121,203,226,233,377,5,18,,31,103,2,367,41,865,,364,978,67,,93,37,20,212,38,45,7,2,,649,306,,,,,,,385,763,96,144,21,,14,22,21,183,286,2,100,76,175,115,46,22,32,208,65,35,3,,1,2,1,42,82,8,5,1,,4,3,1032,25,185,12,10,,,1409,7,1286,116
106420493,420493,SANTA BARBARA,MARIAN REGIONAL MEDICAL CENTER,Non-profit Corporation (incl. Church-related),Basic,32,,,1400 EAST CHURCH STREET,SANTA MARIA,93454,300-499,District 19,District 35,ORCUTT/SANTA MARIA,Urban,General Acute Care Hospital,34203,27091,,9887,7532,9781,7771,6064,5806,4711,3593,3682,2467,,1143,1034,166,32924,3313,22714,,38322,22586,386,,288,383,51,,693,352,59246,107,24,,61,10,60,4,15,,,7246,10676,1823,37721,3420,408,2400,25,239,148,1142,4048,1372,786,607,3469,2281,11984,2112,4141,1297,1054,141,7094,2516,14437,1,14,4520,1782,471,59,63,7,138,48244,2643,421,3,2928,1,,61294,410,44049,16835,3696,3622,,175,456,586,570,979,1174,1270,1810,137,161,,244,140,40,2566,308,4020,,2930,4347,41,,143,90,229,1362,247,6,19,126,19,4077,999,,,,1,,,2065,3792,127,1225,109,,96,97,159,1164,1220,10,367,378,1570,770,90,195,206,603,115,224,11,,1,8,34,222,618,133,23,4,1,,4,5924,37,284,48,16,3,1,7318,72,5911,1335
106420514,420514,SANTA BARBARA,SANTA BARBARA COTTAGE HOSPITAL,Non-profit Corporation (incl. Church-related),Basic,20,,,400 W. PUEBLO STREET,SANTA BARBARA,93105,300-499,District 19,District 37,GOLETA NORTH/MISSION CANYON/MONTECITO/RIVIERA/SANTA BARBARA NORTH,Urban,General Acute Care Hospital,17379,17134,5,2887,3186,5374,4372,3815,4382,4007,2753,3097,645,,683,1068,74,3116,629,28905,43,11110,21387,1970,51,78,76,43,,260,205,33257,148,,2,17,6,398,8,18,2,,12272,17994,857,597,2798,,716,21,130,140,1154,2210,556,497,370,1698,900,7705,3278,2076,1059,1066,31,2559,1173,7179,,149,2971,1233,305,81,27,21,113,25560,1522,804,3,1726,,3,34518,297,28915,5306,4610,5081,2,296,646,624,767,1343,1692,1648,2377,105,195,,182,209,34,570,151,8540,7,2065,7192,427,9,64,,335,599,228,24,47,446,5,6577,1339,28,1,,,,,1790,4440,337,2873,252,1,40,123,281,1669,1344,23,332,340,1243,1300,1231,203,315,724,157,299,26,9,7,14,13,405,951,256,48,36,3,2,33,6901,139,809,71,36,2,1,9693,78,8610,1005
106420522,420522,SANTA BARBARA,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Non-profit Corporation (incl. Church-related),Standby,8,SMALL/RURAL,,2050 VIBORG ROAD,SOLVANG,93463,1-49,District 19,District 37,BUELLTON/LOS OLIVOS/SANTA YNEZ/SOLVANG,Rural,General Acute Care Hospital,4969,4289,2,814,852,1082,979,837,1125,1131,1138,1193,109,,115,143,94,356,52,8493,7,2197,6959,101,3,333,12,6,,35,,8327,4,,,2,2,536,2,1,,,2465,5766,343,99,587,,150,5,32,22,395,613,166,125,110,492,252,2462,287,575,268,262,4,868,347,1825,,43,978,253,34,7,6,7,43,6479,535,153,,721,1,,9260,60,8449,751,103,84,,1,3,5,3,10,24,41,100,,,,1,1,2,2,,181,,11,175,1,,21,,5,13,4,,,5,,97,39,3,,,,,,12,154,5,12,4,,,3,2,25,23,,8,17,23,15,2,5,4,47,8,5,,,,,,5,29,1,,,,,,134,8,9,1,,,,187,1,181,5
106430705,430705,SANTA CLARA,REGIONAL MEDICAL OF SAN JOSE,Investor - Corporation,Basic,42,,,225 NORTH JACKSON AVENUE,SAN JOSE,95116,200-299,District 15,District 27,BERRYESSA/EAST SAN JOSE/MILPITAS EAST,Urban,General Acute Care Hospital,42635,35340,,11359,9967,13752,11744,9501,8201,5671,3374,2593,1813,,14961,3556,15,2315,6,57122,,46905,30937,133,,1462,2248,162,16,294,209,73388,92,9,2,24,5,43,2,19,,,47437,9295,1001,10609,9633,,1995,12,202,135,1165,4689,2055,928,1040,5217,3095,16826,2757,5193,1389,1600,49,8629,3065,17934,,137,4818,3542,1038,34,33,5,218,59752,3753,201,9,4432,,3,77975,5634,54772,17569,7119,6936,8,156,977,1169,1310,1998,2539,2556,3351,7,,,5237,602,2,438,1,7783,,5059,8981,23,,339,481,463,1836,319,22,27,117,22,8110,2314,2,4,,7,,,4065,6511,761,2198,431,97,558,173,254,2808,1590,40,734,794,2247,1819,252,264,370,1138,234,748,3,7,20,10,,355,985,440,81,15,1,5,6,11224,217,552,122,57,3,,14063,3086,8983,1994
106430763,430763,SANTA CLARA,EL CAMINO HOSPITAL,Non-profit Corporation (incl. Church-related),Basic,28,,,2500 GRANT ROAD,MOUNTAIN VIEW,94040,300-499,District 13,District 24,LOS ALTOS/LOS ALTOS HILLS/PALO ALTO CENTRAL/STANFORD,Urban,General Acute Care Hospital,27624,22596,,5163,4592,6496,7352,6057,6224,4557,3862,4907,1010,,11748,1683,30,14684,27,22048,,11205,38507,508,,652,749,90,,58,158,47778,353,,92,176,18,18,26,52,,,10969,10500,2859,22936,2956,,992,11,146,98,1482,2793,1153,938,667,3155,1433,11778,2168,3130,1360,647,84,4290,1687,12208,,384,4112,1404,232,43,33,25,193,36883,3082,787,2,3035,,5,50220,2624,43184,4412,5962,4726,,89,631,1074,859,1203,1552,1763,3479,34,4,,2644,296,7,1531,83,6127,,1098,9449,141,,144,197,346,1666,307,,64,193,100,5656,2009,,3,,2,,1,1126,5676,908,2978,,,662,126,316,1898,1489,8,415,583,1295,1061,833,260,271,953,246,227,10,7,1,2,25,482,807,46,7,26,,,6,8472,221,472,38,109,2,,10688,1011,9272,405
