FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106361318,SAN ANTONIO REGIONAL HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,San Bernardino,12 - Inland Counties,1207,Non Profit Corp.,Comparable,,909-985-2811,999 SAN BERNARDINO ROAD,UPLAND,91786,JOHN CHAPMAN,363,363,363,3509,4302,1270,3408,0,0,2671,2713,118,169,18160,0,16450,19504,6137,12324,0,0,9161,9441,264,380,73661,0,25814,31478,16394,69059,0,0,47426,35064,7298,10501,243034,350894799,474882420,123770684,247816954,0,0,178947593,204189940,8367276,12040715,1600910381,205693611,223553557,52603883,206661003,0,0,233082664,219469479,16533368,23791920,1181389485,8728819,480180484,602330361,161295097,416270245,0,0,0,351708745,361690075,0,9974941,0,0,0,37476701,2429655468,0,0,0,916825,916825,76407930,96105615,15079470,38207712,0,0,60321508,55021051,10243216,2174721,353561223,9414480,386100678,0,15643775,0,0,0,0,19810659,279437841,0,0,0,0,0,0,0,0,0,0,0,0,0
106374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,San Diego,14 - San Diego/Imperial,1418,City/County,Hospital-LTC Emphasis,,619-692-8232,3853 ROSECRANS STREET,SAN DIEGO,92110,IZABELA KARMACH,301,301,248,115,0,319,0,359,0,417,638,0,17,1865,0,1207,0,64821,0,3408,0,3921,13118,0,210,86685,0,10759,0,17178,0,12010,0,17404,11816,0,334,69501,1217308,0,16713895,0,3598003,0,4140291,7628581,0,192305,33490383,2065825,0,3298222,0,2306000,0,3341488,2268526,0,64206,13344267,0,852275,0,1609024,0,0,1540762,0,1946557,2136373,0,0,0,0,0,65267,8150258,0,0,0,0,0,2430857,0,18403093,0,4363240,0,5535225,7760731,0,191246,38684392,0,186879450,0,87917,0,0,0,0,0,4021717,0,0,0,0,0,0,0,0,0,0,0,0,0
106190673,SAN DIMAS COMMUNITY HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,917,Investor - Corp.,Comparable,,909-599-6811,1350 WEST COVINA BOULEVARD,SAN DIMAS,91773,PARRISH SCARBORO,101,101,101,1080,706,236,554,0,0,189,649,0,62,3476,0,5242,2605,861,1920,0,0,556,1921,0,260,13365,0,1807,2031,1540,6031,0,0,2510,4044,0,1165,19128,54213708,30645995,9808030,21080966,0,0,7434034,26606367,0,2144580,151933680,9849003,13293058,5182690,22276223,0,0,10496365,25330817,0,2899274,89327430,2280684,48823689,35861861,10130056,34674025,-282268,0,0,10476474,44560566,0,127748,0,0,0,2635422,189288257,0,0,0,0,0,15239022,8077192,5112762,8713334,0,0,7453925,7376618,0,0,51972853,268817,51162018,0,241611,0,0,0,0,1304389,15454252,0,0,0,0,0,0,0,0,0,0,0,0,0
106190200,SAN GABRIEL VALLEY MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,913,Non Profit Corp.,Comparable,,626-289-5454,438 W. LAS TUNAS DRIVE,SAN GABRIEL,91776,JONATHAN AQUINO,273,273,273,2780,1326,713,2431,0,0,118,1295,7,348,9018,0,24317,8601,5190,20525,0,0,449,5177,38,937,65234,0,3979,2441,1822,11609,0,0,819,5102,41,2686,28499,276061244,121454264,47036497,252591772,0,0,8570458,104453291,539854,15668160,826375540,68926685,37811722,11282776,97432204,0,0,7404984,61415879,335017,12928934,297538201,5270496,297903783,139566007,37113695,311829594,-2664781,0,0,13723809,122228109,0,845777,0,0,0,21027003,946843492,5744558,14051329,0,0,19795887,47084146,25444538,23870359,52245713,0,0,2251632,43641061,29093,2299594,196866136,640153,196031195,1136595,0,0,0,0,0,1186204,6504952,0,0,0,0,0,0,0,0,0,0,0,0,0
106331326,SAN GORGONIO MEMORIAL HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Riverside,12 - Inland Counties,1107,District,Comparable,Rural,951-845-1121,600 N. HIGHLAND SPRINGS AVENUE,BANNING,92220,STEVE BARRON,79,79,79,563,805,152,657,0,0,377,0,108,58,2720,0,2213,2976,450,1978,0,0,1052,0,404,336,9409,0,3912,7987,3015,22100,0,0,9400,0,0,3613,50027,19714557,27540550,3835617,19221141,0,0,14528158,0,916113,3271741,89027877,23581380,46240716,7943589,61715644,0,0,34937128,0,0,19888309,194306766,18206801,38847689,69805561,9213260,68077555,0,0,0,45554348,0,0,916113,0,0,0,0,250621327,0,0,0,0,0,4448248,3975705,2565946,12859230,0,0,3910938,0,0,4953249,32713316,21132841,75542402,0,8328956,0,0,0,0,437887,92890414,0,0,0,0,0,0,0,0,0,0,0,0,0
106394003,SAN JOAQUIN - PHF,20201,04/01/2019,03/31/2020,OPEN,San Joaquin,06 - North San Joaquin,507,City/County,Psychiatric Health Facilities,,209-468-8750,1212 NORTH CALIFORNIA ST.,STOCKTON,95202,TONY VARTAN,16,16,16,0,0,0,0,0,0,0,0,0,356,356,0,0,0,0,0,0,0,0,0,0,5855,5855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7211469,7211469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7211469,7211469,0,7211469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106391010,SAN JOAQUIN GENERAL HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,San Joaquin,06 - North San Joaquin,507,City/County,Comparable,Teaching,209-468-6000,500 WEST HOSPITAL ROAD,FRENCH CAMP,95231,DAVID CULBERSON,196,181,145,1923,0,1975,3598,8,0,2660,0,17,499,10680,0,9604,0,11102,13906,36,0,11511,0,48,2258,48465,0,30034,0,26729,131073,28,0,28648,0,411,10281,227204,235147219,0,223639587,320065845,2723417,0,270767881,0,940848,32072243,1085357040,143256146,0,76742884,300308953,276614,0,144639702,0,248655,41541626,707014580,62562317,316565687,0,217404930,521673117,0,3000031,0,287666825,0,0,1189503,0,0,0,0,1410062410,0,19361757,0,0,19361757,61837679,0,82977541,118063438,0,0,127740758,0,0,11051551,401670967,27523802,428788404,0,926514,0,0,0,0,16872933,127630558,0,0,0,0,0,0,0,0,0,0,0,0,0
106104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Fresno,09 - Central,605,Investor - Ptnr.,Comparable,,559-436-3600,7173 N. SHARON AVENUE,FRESNO,93720,MARY JO JACOBSON,62,62,62,940,119,53,119,0,0,223,0,0,0,1454,0,11631,1474,663,1466,0,0,2725,0,0,0,17959,0,16072,1805,0,4166,0,0,8716,0,0,0,30759,41497340,4794409,1931957,4131164,0,0,9387034,0,0,0,61741904,5138640,579628,0,1401525,0,0,2972423,0,0,0,10092216,337477,21870391,2581611,1076346,2873514,0,0,0,5999026,0,0,0,0,0,0,0,34738365,0,0,0,0,0,24428112,2792426,855611,2659175,0,0,6360431,0,0,0,37095755,177640,26634170,0,-485570,0,0,0,0,251900,560467,0,0,0,0,0,0,0,0,0,0,0,0,0
106434032,SAN JOSE BEHAVIORAL HEALTH,20201,04/01/2019,03/31/2020,OPEN,Santa Clara,07 - Santa Clara,431,Non Profit Corp.,Comparable,,669-234-5959,455 SILICON VALLEY BOULEVARD,SAN JOSE,95138,SEAN PETERSON,80,80,80,449,131,160,268,650,0,0,1262,0,0,2920,0,5698,1747,898,2540,6193,0,0,9722,0,0,26798,0,1,38,0,0,0,0,0,1769,0,0,1808,15749880,4636905,2412585,7200900,16091400,0,0,25743860,0,0,71835530,1000,24700,0,0,0,0,0,1506780,0,0,1532480,728862,7563668,2290882,1536684,3463037,0,7110717,0,0,9759085,0,0,0,0,0,0,32452935,0,0,0,0,0,8123083,2347730,710545,3737863,8938919,0,0,17056935,0,0,40915075,144144,25071748,0,420,0,0,0,0,2307773,30464611,0,0,0,0,0,0,0,0,0,0,0,0,0
106013619,SAN LEANDRO HOSPITAL,20201,04/01/2019,08/18/2019,CONSOLIDATED,Alameda,05 - East Bay,421,City/County,Comparable,,510-437-4800,13855 EAST 14TH STREET,SAN LEANDRO,94578,DELVECCHIO FINLEY,93,63,63,417,65,83,335,0,17,5,87,1,11,1021,0,1768,299,327,1204,0,56,15,346,3,106,4124,0,2665,220,974,5854,0,504,204,1378,22,1182,13003,34301012,5519480,6227311,21756682,0,897274,334847,6567931,55303,1585827,77245667,14590638,1648246,4562048,24815714,0,1874570,811768,6402957,108089,4713681,59527711,3628207,39328783,5710702,9222481,43401543,0,0,1153,884511,6905672,0,964460,0,0,0,0,110047512,0,0,0,0,0,9562867,1457024,1566878,3170853,0,2770691,262104,6065216,163392,1706841,26725866,36783,23138438,0,0,0,0,0,0,342291,7039026,0,0,0,0,0,0,0,0,0,0,0,0,0
106404046,SAN LUIS OBISPO COUNTY - PHF,20201,04/01/2019,03/31/2020,OPEN,San Luis Obispo,08 - Mid-Coast,801,City/County,Psychiatric Health Facilities,,805-781-4700,2178 JOHNSON AVE,SAN LUIS OBISPO,93401,ANNE ROBIN,16,16,12,0,0,0,0,232,0,447,9,0,0,688,0,0,0,0,0,1933,0,2289,35,0,0,4257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551901,0,4201439,65525,0,0,4818865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551901,0,4201439,65525,0,0,4818865,0,6140877,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106410782,SAN MATEO MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,San Mateo,04 - West Bay,427,City/County,Comparable,,650-573-2222,222 WEST 39TH AVENUE,SAN MATEO,94403,"CHESTER J. KUNNAPPILLY, MD",448,448,448,462,423,743,875,0,101,125,0,40,132,2901,524,10636,7236,16010,84619,0,851,6636,0,355,1259,127602,105178,30112,29372,57492,158881,0,74645,3085,0,4848,21724,380159,40186695,27890887,46091492,72314901,0,5563793,5037908,0,1916378,4129022,203131076,25254294,23703476,51810744,129387429,0,62422515,4627108,0,4880799,19758522,321844887,4229847,43317938,34762053,53447751,109214955,-33525149,0,60330647,2584614,0,0,6289457,0,0,0,13556134,294208247,0,5485272,0,0,5485272,22123051,16832310,44454486,131497795,0,7655661,7080402,0,507720,6101563,236252988,73024992,391130202,28152189,81369439,0,0,0,0,4724128,32887682,0,0,0,0,0,0,0,0,0,0,0,0,0
106074017,SAN RAMON REGIONAL MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Contra Costa,05 - East Bay,411,Investor - Corp.,Comparable,,925-275-9200,6001 NORRIS CANYON ROAD,SAN RAMON,94583,ANN LUCENA,123,116,49,1744,785,89,221,0,0,100,1575,7,40,4561,0,7008,3245,442,1020,0,0,373,4764,23,121,16996,0,18351,3618,417,2613,0,0,2136,29658,46,5751,62590,274270604,105282352,14633141,39774860,0,0,20623498,198602934,879643,5378443,659445475,146416270,40638992,5457240,30894070,0,0,20130767,256997035,574491,29072974,530181839,4032953,380071144,121500769,19048287,66012987,0,0,0,34902218,335920006,0,1426908,0,0,0,31764876,994680148,0,0,0,0,0,40615730,24420575,1042094,4655943,0,0,5611385,117681729,27226,892484,194947166,1518340,189366136,0,252834,0,0,0,0,3922818,68178084,0,0,0,0,0,0,0,0,0,0,2537883,243427,697040
106420514,SANTA BARBARA COTTAGE HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Santa Barbara,10 - Santa Barbara/Ventura,807,Non Profit Corp.,Comparable,Teaching,805-687-1111,400 W. PUEBLO STREET,SANTA BARBARA,93105,RONALD C. WERFT,519,392,255,7172,1327,1002,2805,0,0,473,5477,0,292,18548,0,38820,6254,5491,13262,0,0,2250,23524,0,998,90599,0,36728,4304,5663,26452,0,0,3046,44149,0,6241,126583,681622503,111857794,96593505,225577876,0,0,25644245,376452470,0,10685276,1528433669,254346904,33199959,14483762,67045574,0,0,8255003,187182962,0,16944243,581458407,-1169307,740955495,60189329,96913011,229175421,0,0,0,50219897,168601121,0,15370259,0,0,0,10456074,1370711300,0,0,0,0,0,195481637,84868424,14164255,63448027,0,0,-16320649,395502034,0,2037048,739180776,21062099,708622102,39589484,-20592931,0,0,0,0,31642716,727426262,0,0,0,0,0,0,0,0,0,0,37641560,46756618,0
106424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,20201,04/01/2019,03/31/2020,OPEN,Santa Barbara,10 - Santa Barbara/Ventura,807,City/County,Psychiatric Health Facilities,,805-681-5244,315 CAMINO DEL REMEDIO,SANTA BARBARA,93110,"ALICE A. GLEGHORN, PH.D.",16,16,16,68,0,287,0,34,0,10,0,0,12,411,0,510,0,4571,0,299,0,149,0,0,33,5562,0,0,0,0,0,0,0,0,0,0,0,0,1279294,0,11455954,0,745001,0,373756,0,0,82778,13936783,0,0,0,0,0,0,0,0,0,0,0,82778,1153074,0,10303078,0,0,745001,0,373756,0,0,0,0,0,0,0,12657687,0,0,0,0,0,126220,0,1152876,0,0,0,0,0,0,0,1279096,0,9064408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106430883,SANTA CLARA VALLEY MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,Santa Clara,07 - Santa Clara,431,City/County,Comparable,Teaching,408-885-5000,751 SOUTH BASCOM AVENUE,SAN JOSE,95128-2699,PAUL LORENZ,1182,1085,537,7751,2741,5869,11304,584,15,464,3758,919,0,33405,0,46605,16460,35654,49176,2143,21,4581,27804,3742,0,186186,0,141085,51177,169879,391089,25223,1550,13323,132970,31558,0,957854,901111951,314308154,656846551,1002775107,47853308,390108,156549721,545876276,63743652,0,3689454828,535204864,172248055,397562087,992533315,95356877,2389013,114079512,397947480,154164291,0,2861485494,12393760,1170665238,369764093,676800286,1489670856,-133069881,140657198,2681489,123505237,626273835,0,163677799,0,0,0,0,4643019910,0,219090998,319649,0,219410647,263551120,116412583,510059231,724722995,2023855,417280,144678200,305085273,60380522,0,2127331059,58151249,2286014055,0,62009241,0,0,0,0,19741660,94251009,0,0,0,0,0,0,0,0,0,0,0,0,0
106190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,927,Non Profit Corp.,Comparable,Teaching,424-259-6000,1250 16TH STREET,SANTA MONICA,90404,DR. DAVID FEINBERG,265,265,265,3457,1138,759,650,0,0,52,4459,55,138,10708,0,21054,6791,4704,3908,0,0,234,19835,246,635,57407,0,32244,14410,3537,9953,168,0,617,76187,349,5179,142644,325421725,117594226,72393234,78765062,0,0,3509223,277887280,2475186,6461324,884507260,118835479,51376524,11783880,26631621,288156,0,2189670,217898989,934631,13918250,443857200,11672680,333655265,103603429,59800019,86567928,0,227544,0,3537446,242720881,0,3409817,0,0,0,7982432,853177441,3614874,2520132,0,9093191,15228197,110601939,68982195,24377095,21348887,60612,0,2161447,262158579,0,724462,490415216,18308658,530177245,0,-18778775,0,0,0,0,15467291,652353045,0,0,0,0,0,0,0,0,0,0,0,0,0
106491064,SANTA ROSA MEMORIAL HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Sonoma,03 - North Bay,401,Church,Comparable,,707-525-5300,1165 MONTGOMERY DRIVE,SANTA ROSA,95405,KE,298,298,221,6011,619,959,2272,0,0,494,1556,24,702,12637,0,33599,3456,5353,12690,0,0,2763,8698,138,3931,70628,0,99743,10275,7219,44794,0,0,11522,49690,1465,22724,247432,821622273,84430837,130987165,310475694,0,0,67542441,213083426,3385618,96175629,1727703083,545390260,56093760,39454583,245013339,0,0,62978558,271781424,8045178,124261591,1353018693,19941586,1168524162,119363789,94590900,490812143,0,0,0,95720269,365656694,0,11430794,0,0,0,166659868,2532700205,0,0,0,34840420,34840420,198488372,21160807,75850849,64676889,0,0,34800729,152048576,0,35835769,582861991,18653089,514090894,29640543,-1551815,0,0,0,0,66601244,291558130,0,0,0,0,0,0,0,0,0,0,27319855,41894774,19866249
106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,Santa Barbara,10 - Santa Barbara/Ventura,805,Non Profit Corp.,Comparable,Rural,805-967-3411,2050 VIBORG ROAD,SOLVANG,93463,RONALD C. WERFT,11,11,11,113,20,0,7,0,0,0,10,0,0,150,0,358,59,0,10,0,0,0,26,0,0,453,0,10144,647,487,3353,0,0,462,6998,0,998,23089,3609822,952024,0,134837,0,0,0,231870,0,0,4928553,24788522,1865938,939876,6141470,0,0,892396,13076503,0,1791873,49496578,560719,19626019,854903,899332,5378108,0,0,0,1315255,3355987,0,724079,0,0,0,166764,32881166,0,0,0,0,0,8588591,1963058,40544,898199,0,0,-422858,9687545,0,788886,21543965,886914,18795119,602216,-235857,0,0,0,0,2842668,15540994,0,0,0,0,0,0,0,0,0,0,0,0,235830
106371256,SCRIPPS GREEN HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Comparable,,858-455-9100,10666 NORTH TORREY PINES ROAD,LA JOLLA,92037,TIM COLLINS,173,150,83,2618,2373,30,28,0,0,19,3041,9,27,8145,0,9866,8044,249,106,0,0,61,10427,32,81,28866,0,27966,18588,215,161,0,0,259,60613,388,639,108829,332005918,235410185,4900702,2490521,0,0,834828,391448389,862412,2309113,970262068,207558982,130380924,2737940,974640,0,0,757247,354500867,2589495,4172454,703672549,11042267,461316971,308560728,6399116,2578147,0,0,0,-1695584,532956111,0,3349998,0,0,0,5565394,1330073148,0,0,0,0,0,77382208,55994944,757164,638360,0,0,2329674,205897316,0,861803,343861469,43168951,287919734,3872571,0,0,0,0,0,14641225,100973775,0,0,0,0,0,0,0,0,0,0,0,0,0
106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,20201,04/01/2019,03/31/2020,OPEN,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Comparable,,760-633-6501,354 SANTA FE DRIVE,ENCINITAS,92024,CARL ETTER,193,192,140,4107,2677,620,895,0,0,101,3941,114,89,12544,0,16683,11239,2824,3880,0,0,333,12822,350,299,48430,0,23106,13983,2828,8726,0,0,1090,48433,1516,1030,100712,373964965,244868425,54627312,71058076,0,0,2735015,256386856,6630109,5603568,1015874326,138032978,98970604,13788552,45946600,0,0,1301723,249370725,5192809,3617736,556221727,17059317,440169301,299803593,56661202,95478866,0,0,0,2737869,307212481,0,11822918,0,0,0,5739422,1236684969,0,0,0,422154,422154,69829078,43036466,10743660,20902158,0,0,-621071,190171134,0,1771813,335833238,6276889,307873175,22041226,0,0,0,0,0,27886123,189759791,0,0,0,0,0,0,0,0,0,0,0,0,0
106370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,20201,04/01/2019,03/31/2020,OPEN,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Comparable,,858-457-6332,9888 GENESEE AVENUE,LA JOLLA,92037,CARL ETTER,432,365,248,6204,3248,485,1019,0,0,147,8345,135,212,19795,0,29118,15543,3524,5625,0,0,605,30730,462,681,86288,0,26609,11073,2011,6665,0,0,228,57156,1496,2435,107673,940248838,473001552,96245135,160650201,0,0,9463360,1034965367,15034921,22333232,2751942606,372572049,166943678,10882670,48227651,0,0,1830847,666097595,11169194,18624259,1296347943,22821574,1148269045,569766482,86269879,175119768,0,0,0,5479540,1180371258,0,26204115,0,0,0,28904304,3243205965,0,0,0,1193797,1193797,163513472,68321913,19377377,33405585,0,0,3303023,509677446,0,8679565,806278381,19054677,676099163,11532530,0,0,0,0,0,27294311,509962333,0,0,0,0,0,0,0,0,0,0,0,0,0
106370744,SCRIPPS MERCY HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,San Diego,14 - San Diego/Imperial,1418,Non Profit Corp.,Comparable,Teaching,619-294-8111,4077 FIFTH AVENUE,SAN DIEGO,92103-2180,TOM GAMMIERE,655,529,410,6497,7072,3505,6851,0,0,188,5293,805,589,30800,0,32108,35650,18589,31646,0,0,814,18638,2009,1462,140916,0,26568,27153,19136,48417,0,0,2542,44123,5153,3625,176717,676739439,717177517,311893906,516779135,0,0,11952750,534059406,34872502,25599999,2829074654,220361663,248090133,76049834,241559433,0,0,4713901,308573112,20011114,14746041,1134105231,34224709,748924875,837055788,295908477,612339152,-15471854,0,0,12129967,539713953,0,54883616,0,0,0,35439894,3155148577,0,0,0,4160997,4160997,142450223,123151864,104391736,141447140,0,0,-335701,296359879,0,4727164,812192305,33683147,812641039,25169060,59492,0,0,0,0,45043495,226983770,0,0,0,0,0,0,0,0,0,0,0,0,0
106124004,SEMPERVIRENS - PHF,20201,04/01/2019,03/31/2020,OPEN,Humboldt,01 - Northern California,105,City/County,Psychiatric Health Facilities,,707-445-7710,720 WOOD STREET,EUREKA,95501,EMI BOTZLER-RODGERS,16,16,16,163,0,0,0,0,0,453,0,5,0,621,0,1857,0,0,0,0,0,3083,0,54,0,4994,0,0,0,0,0,0,0,0,0,0,0,0,3172685,0,0,0,0,0,5267306,0,92259,0,8532250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-164,0,0,0,0,0,0,0,0,0,0,-164,0,0,0,0,0,3172685,0,0,0,0,0,5267470,0,92259,0,8532414,0,8062514,1189570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106321016,SENECA HEALTHCARE DISTRICT,20201,04/01/2019,03/31/2020,OPEN,Plumas,01 - Northern California,215,District,Comparable,Rural,530-258-2151,130 BRENTWOOD DRIVE,CHESTER,96020,STEVE BOLINE,26,26,26,64,0,6,10,0,0,19,0,0,2,101,5,364,0,5523,23,0,0,68,0,0,69,6047,5554,13233,0,351,3722,0,0,9353,0,0,1097,27756,2304603,0,2933857,247774,0,0,487965,0,0,53883,6028082,8882584,0,417092,2691123,0,0,6139575,0,0,785682,18916056,669980,5705316,0,-825605,-2592327,0,0,0,2090253,0,0,0,0,0,0,384141,5431758,0,0,0,0,0,5481871,0,4176554,5531224,0,0,4537287,0,0,-214556,19512380,1765059,17912829,2620694,707365,0,0,0,0,968844,2644943,0,0,0,0,0,0,0,0,0,0,0,0,0
106410891,SEQUOIA HOSPITAL,20201,04/01/2019,03/31/2020,OPEN,San Mateo,04 - West Bay,428,Non Profit Corp.,Comparable,,650-369-5811,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062,BILL GRAHAM,208,114,61,2213,496,58,189,0,0,140,2382,12,40,5530,0,9273,2186,278,817,0,0,427,7150,53,183,20367,0,22730,3005,724,3839,0,0,642,26603,671,1289,59503,377145982,75296814,11778380,26011099,0,0,11338496,243015860,1944448,6734310,753265389,229789262,33175201,4973947,25890993,0,0,7738939,216875858,4872115,6649344,529965659,6255690,524431685,95970376,12620672,48826747,0,0,0,15647327,272269896,0,10882357,0,0,0,15553527,1002458277,0,0,0,0,0,78960937,11915535,1847875,2526721,0,0,4442516,179714126,0,1365061,280772771,1897946,284270834,0,71835211,0,0,0,0,86687153,368420547,0,0,0,0,0,0,0,0,0,0,0,0,0
106410817,SETON MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,San Mateo,04 - West Bay,425,Non Profit Corp.,Comparable,,650-992-4000,1900 SULLIVAN AVENUE,DALY CITY,94015,MARK FRATZKE,478,478,261,1976,528,325,733,0,0,80,1614,0,43,5299,638,20281,4392,24827,33053,0,0,362,8607,0,183,91705,65940,29283,7512,2466,23017,0,0,1561,42708,0,3843,110390,327777697,80033262,129153253,180047574,0,0,18990708,219376578,0,5411997,960791069,120702988,43846468,11235849,79827552,0,0,6105932,173706003,0,13818299,449243091,5989397,402022949,113418475,125595924,217907755,0,0,0,21797937,290885525,0,7872419,0,0,0,11797081,1197287462,0,0,0,0,0,45652657,9609662,14516941,40103185,0,0,3116162,99525488,0,222603,212746698,2468964,281423535,0,-14577710,0,0,0,0,3415819,41305972,0,0,0,0,0,0,0,0,0,0,0,0,0
106370875,SHARP CHULA VISTA MEDICAL CENTER,20201,04/01/2019,03/31/2020,OPEN,San Diego,14 - San Diego/Imperial,1420,Non Profit Corp.,Comparable,,619-482-5800,751 MEDICAL CENTER COURT,CHULA VISTA,91911,PABLO VELEZ,449,378,296,4370,3075,1535,4350,8,0,258,2208,264,269,16337,739,27340,17094,15376,29999,50,0,1184,10261,917,1024,103245,31620,26375,27853,8337,33424,5,0,7011,45615,6234,2296,157150,467013362,297275573,156518919,367915849,1243451,0,20011268,171771536,13814855,15938999,1511503812,175024686,164188466,46553929,226243152,45745,0,26504509,218162334,16305826,5905864,878934511,5742702,559711222,434303718,164368106,482493283,-6834501,1199523,0,39983354,283996410,0,30120681,0,0,0,9617660,2004702158,20125033,0,0,23773825,43898858,82326826,47285354,45539243,111665718,89673,0,6532423,129711285,0,6484501,429635023,7162724,451196185,0,-11030844,0,0,0,0,55406177,334065587,0,0,0,0,0,0,0,0,0,0,0,0,0
