#,Name,Description,Type,Street Address,City,State,Zip Code,Phone,Weblink,Full Address,Latitude,Longitude
134,SALVATION ARMY CORPS COMMUNITY CENTER - SOUTH CENTRAL LOS ANGELES,"The agency provides early childhood education, emergency food, holiday assistance, recreational programs and utility bill assistance for adults and youth who live in South Central Los Angeles. There are geographic and age restrictions for some services.",Physical,7651 S. Central Ave.,Los Angeles,CA,90001,(323) 586-0288,https://www.211la.org/211search/more?site_id=1067390001,"7651 S. Central Ave., Los Angeles, CA 90001",33.97007,-118.25659
135,RESCUE MISSION ALLIANCE - VALLEY FOOD BANK - VALLEY PARK CHURCH,"The agency provides emergency food for individuals, couples, families and seniors who live in the San Fernando Valley area. Services are targeted but not restricted to San Fernando Valley residents. No food is distributed from the Administrative Site. There are no geographic restrictions.",Physical,16514 Nordhoff St.,North Hills,CA,91343,(818) 894-9316,https://www.211la.org/211search/more?site_id=1067440002,"16514 Nordhoff St., North Hills, CA 91343",34.235526,-118.492631
136,RESCUE MISSION ALLIANCE - VALLEY FOOD BANK - VALLEY KOREAN UNITED METHODIST CHURCH,"The agency provides emergency food for individuals, couples, families and seniors who live in the San Fernando Valley area. Services are targeted but not restricted to San Fernando Valley residents. No food is distributed from the Administrative Site. There are no geographic restrictions.",Physical,10408 Balboa Blvd.,Granda Hills,CA,91344,(818) 366-0089,https://www.211la.org/211search/more?site_id=1067440007,"10408 Balboa Blvd., Granda Hills, CA 91344",34.259525,-118.502107
137,KARSH FAMILY SOCIAL SERVICE CENTER,"The center provides dental services, education services, emergency food, eye care services, legal services, mental health services and personal goods in Los Angeles County. There are no geographic restrictions.",Physical,3750 W. 6th St.,Los Angeles,CA,90020,(213) 401-4651,https://www.211la.org/211search/more?site_id=1069550001,"3750 W. 6th St., Los Angeles, CA 90020",34.0634,-118.30434
138,ILM FOUNDATION,"The agency provides emergency food for individuals and families, including people who are homeless or undocumented and food volunteer opportunities for students who are living in zip code 90043 and surrounding areas. There are geographic restriction.",Physical,2900 W. Slauson Ave.,Los Angeles,CA,90043,No Telephone,https://www.211la.org/211search/more?site_id=1069760001,"2900 W. Slauson Ave., Los Angeles, CA 90043",33.98888,-118.32466
139,WEST WASHINGTON L A FOURSQUARE CHURCH,The organization provides emergency food services for Los Angeles County. There are no geographic restrictions.,Physical,5175 1/2 W. Washington Blvd.,Los Angeles,CA,90016,(323) 939-4716,https://www.211la.org/211search/more?site_id=1070240001,"5175 1/2 W. Washington Blvd., Los Angeles, CA 90016",34.041444,-118.353385
140,ST TIMOTHY CHURCH,The agency provides emergency food for people in Los Angeles County. There are no geographic restrictions.,Physical,312 S. Oleander Ave.,Compton,CA,90222,(310) 638-6319,https://www.211la.org/211search/more?site_id=1070870001,"312 S. Oleander Ave., Compton, CA 90222",33.897743,-118.228676
141,SHEPHERD'S PANTRY - GLENDORA,"The agency provides emergency food, information and referral, personal goods and volunteer opportunities for people who live in the San Gabriel Valley area. There are no geographic restrictions.",Physical,"657 E. Arrow Hwy., Ste. J",Glendora,CA,91740,(626) 852-7630,https://www.211la.org/211search/more?site_id=1070880002,"657 E. Arrow Hwy., Ste. J, Glendora, CA 91740",34.107059,-117.850815
142,St. Francis Center,"Since 1972, St. Francis Center has provided relief and support to homeless and extremely low-income individuals and families in Los Angeles. Much more than a soup kitchen or a food pantry, we offer a unique range of services to sustain and empower those in need and engaging volunteer opportunities Los Angeles. Welcoming all with joy, dignity and compassion, we dedicate ourselves every day to Serving Hope in our community.",Physical,1835 S. Hope St.,Los Angeles,CA,90015,(213) 747-5347,https://www.stfranciscenterla.org/,"1835 S. Hope St. Los Angeles, CA 90015",34.034172,-118.269835
143,Latino Equality Alliance: Mi Centro: Pride Pantry,,Physical,553 S. Clarence St.,Los Angeles,CA,90033,,http://bit.ly/LEAPridePantry,553 S. Clarence St. Los Angeles CA 90033,34.039485,-118.223458
144,Boys & Girls Club of Metro Los Angeles: Challengers Club,,Physical,5029 S. Vermont Ave.,Los Angeles,CA,90037,,https://www.bgcmla.org/,"5029 S. Vermont Ave., Los Angeles, CA 90037",33.997433,-118.291859
145,Boys & Girls Club of Metro Los Angeles: Jordan Downs,,Physical,2131 East Century Blvd.,Los Angeles,CA,90002,,https://www.bgcmla.org/,"2131 East Century Blvd., Los Angeles, CA 90002",33.957343,-118.235948
146,Boys & Girls Club of Metro Los Angeles: Watts Willowbrook,,Physical,1339 East 120th St.,Los Angeles,CA,90059,,https://www.bgcmla.org/,"1339 East 120th St., Los Angeles, CA 90059",33.924395,-118.25134
